sentence Id,sentence,aspect_term,polarity
1266,"windows 7 might be the best thing ever , but the ms marketing department seems determined to undermine that with ads full of pricks ...",['windows 7'],['positive']
1267,no . kindle is a dream platform . like itunes / pod . i ca n't get into them,['kindle'],['neutral']
1268,i 'm watching the first harry potter . they were cuth cute little kids ha,['harry potter'],['neutral']
1269,I still ca n't believe that mariah carey and Nick Cannon are married ... it 's just weird lol,['mariah carey'],['negative']
1270,I love lady gaga than my family,['lady gaga'],['positive']
1271,hopeeee _ haaa whatever : b watching harry potter with brother : b you ? -LSB- :,['harry potter'],['neutral']
1272,why E Yang against tiger woods for the singles matches . Wow !! This is a rematch and worth watching .,['tiger woods'],['neutral']
1273,lol . watching reruns of the teen choice awards . britney spears was a total bitch to miley cyrus when miley gave her the award !,['britney spears'],['negative']
1274,musicmonday 2 great covers of britney spears songs : glen hansard - everytime and a static lullaby - toxic,['britney spears'],['positive']
1275,"Los angles lakers : Power Ranking Top 10 Greatest Moments in Franchise History : In those days a coin flip , not the ... .",['lakers'],['neutral']
1276,"RT : cmasonwells Not gon na lie , the headline '' Guy Ritchie : madonna Is Retarded '' pretty much made my day .",['madonna'],['neutral']
1277,I 'll dming to justin bieber whoever follow ~ ~ > BiebergasmTM,['justin bieber'],['negative']
1278,Making Moves One at a time an Winning at them for beats hit me cause they could be yours . souljaboy,['souljaboy'],['positive']
1279,where can you get psp downloads without any payment included ? : psp blender is the best but im not allowed to si . .,['psp'],['neutral']
1280,man found my psp might start rocking out with it cheer boy,['psp'],['neutral']
1281,Love how I choose another tattoo and BOOM miley cyrus has the exact same one ... fuck now I ca n't get it,['miley cyrus'],['negative']
1282,"really needs a new laptop ... speakers don work , trackpad button is all screw ... but id also really love an ipad with camera ... priorities",['ipad'],['positive']
1283,"barack obama was born in hawaii , not flipping africa . i do n't care if you like him , but he was n't born in africa .",['barack obama'],['neutral']
1284,"QuoteThatMovie : '' martha stewart , Oprah , and your wife . You got ta fuck one , kill one , and marry one , who do you pick ? ''",['martha stewart'],['neutral']
1285,"how from playing call of duty modern warfare 2 before its release date ? holy shit my xbox got banned ! o_o ,",['xbox'],['negative']
1286,guitar hero world tour - band kit -LRB- xbox 360 -RRB- for $ 79 deals,['xbox'],['positive']
1287,google wave at me ! i 'm on h2thep -LRB- something went wrong with my usual name : - -LRB-,['google wave'],['neutral']
1288,oh no the twins red suits : s never gon na be able to watch that britney spears video again . thank god rachel got through .,['britney spears'],['neutral']
1289,And FYI - anderson cooper I do n't love you anymore since you allowed that fool air his nonsense on your show last night . your gay lover can have you !,['anderson cooper'],['negative']
1290,Key has been listening to justin bieber 's songs recently . divafacts,['justin bieber'],['positive']
1291,mm britney spears - toxic that 's my song real talk,['britney spears'],['neutral']
1292,No hand of God now : maradona ' is Argentina would be better off without him : The Canadian Press PARIS -- One st. .,['maradona'],['neutral']
1293,Wonder if Common gets put in a headlock by serena williams when she busts him masturbating and asks '' Why you wasting sperm bitch ? '',['serena williams'],['negative']
1294,I fall in love with taylorswift more and more :'-RRB- you 're the best !,['taylorswift'],['positive']
1295,"Hey , Little Monsters , what did you think of lady gaga show ? - San Jose Mercury News .",['lady gaga'],['neutral']
1296,some interesting feedback on the kindle in a class context :,['kindle'],['neutral']
1297,"'' Its only a matter of time before someone sues al gore for inventing the internet . '' I like that quote , though I fear it may one day be true",['al gore'],['negative']
1298,they have rock band for the pod !!! it 's exactly like the xbox game . .,['xbox'],['positive']
1299,PRESIDENT barack obama SUPPORTS BILL THOMPSON FOR MAYOR STATEMENT FROM BILL THOMPSON : `` I am grateful and ...,['barack obama'],['neutral']
1300,britney spears ' s single 3 reaches no 1 in the us | celebrity news ... : singer britney spears is happy her fa . .,['britney spears'],['neutral']
1301,watching some britney spears special . boring,['britney spears'],['negative']
1302,Do n't disrespect the thing RT NIEKA_GREATAZ : boooooooooRT BuZZeDaPromoter : lakers lakers lakers lakers -LRB- continued -RRB- .,['lakers'],['positive']
1303,is britney spears planning a mexican wedding ? : pop princess britney spears is causing rumors to emerge that she . .,['britney spears'],['neutral']
1304,"i really really really hate when the kindle edition costs considerably more -LRB- 19 % ! -RRB- than the bound book , even before shipping .",['kindle'],['neutral']
1305,charlie sheen Tries to Take Two and Half Men Fight -LRB- Even More -RRB- Public .,['charlie sheen'],['negative']
1306,lindsay lohan is leaving the acting career to take up fashion !! no !! i love her movies !! herbie was so cool !!,['lindsay lohan'],['positive']
1307,"jimmy carter says that certain people who oppose obama do it because of racism . maureen dowd , columnist for the ...",['jimmy carter'],['neutral']
1308,really not sure i like the richard gere hilary swank love affair thing .,['hilary swank'],['neutral']
1309,"well , i 'm getting forced into bed since i have a fucking english exam tomorrow . at least i have my ipod .",['ipod'],['negative']
1310,"123 , you got ta love britney spears . she 's back !!!!",['britney spears'],['positive']
1311,Open Question : Anyone think micheal jackson skit reflected US racism BACK to them then blamed us for not knowing . .,['micheal jackson'],['neutral']
1312,if its bitter at the start then its sweeter in the end :-RRB- madonna,['madonna'],['neutral']
1313,madonna is an idiot and way past her material girl phase . She is annoying and all her songs sound the same . just not cool anymore . Give up !,['madonna'],['negative']
1314,"i love harry potter , but i agree with anderson . feminism is not a leading theme ... .",['harry potter'],['positive']
1315,wii : vitality sensor not just a pulse meter . something fun will appear . will be a main topic . ca n't talk depth about it,['wii'],['neutral']
1316,obama deserves nobel peace prize : carter : former us president jimmy carter says president barack obama deserves . .,['jimmy carter'],['neutral']
1317,PWAHAHA bug-eyed man screaming '' HOMOSEXUALITY IS NOT okay ! I DO N'T CARE WHAT oprah winfrey SAY ! '' on a chair . derrenbrown,['oprah winfrey'],['negative']
1318,"Quote : '' I would really like to be a legend like madonna . When she 's performing , the audience is just in awe of her . '' -",['madonna'],['positive']
1319,where do celebs like britney spears get their costumes for music video,['britney spears'],['neutral']
1320,xbox live : mr kami is currently online . joinable - playing call of duty 4 . playing domination on ambush . -LRB- xbox live nation -RRB-,['xbox'],['neutral']
1321,But we need to do something about this Global Warming -LRB- TM -RRB- before I freeze to death . Quick ! Give more money to that corrupt PoS al gore !,['al gore'],['negative']
1322,"downloading kubuntu 9.10 for no apparent reason . i 'm most likely to laugh in its face , and install windows 7 instead . windows7 ftw",['windows 7'],['positive']
1323,mac check this out its a britney spears mix you will love it i promise,['britney spears'],['neutral']
1324,- real max with lainetan . I 'm inlove with max already =-RRB- next flick : harry potter !!!,['harry potter'],['neutral']
1325,speaking about how much i hate the devil ... barack obama,['barack obama'],['negative']
1326,These tweets about lady gaga remind me that I dreamt of her ... I saw a concert of her with the Modern Family people and then we were friends XD,['lady gaga'],['positive']
1327,what is the recommended jailbreak software for an iphone software version 3.0.1 ?,['iphone'],['neutral']
1328,monster hunter freedom unite usa demo psp bahamutwwwtorrentsforall ...,['psp'],['neutral']
1329,The Appeaser is doing it again ! : This guy in the White House is no leader . I seriously doubt barack obama is bl . .,['barack obama'],['negative']
1330,guess i 'll just sit here and listen 2 my ipod until my mom decidez 2 get the hell off the cpu .,['ipod'],['positive']
1331,Diego maradona denies that he 's a quitter,['maradona'],['neutral']
1332,piggy palace : lindsay lohan wishes dad would `` shut up '' ! - testcountry.com : quick . .,['lindsay lohan'],['neutral']
1333,Closing Oprah 's Closet Doors : The oprah winfrey Show wo n't be the only Oprah enterprise vanishing at the end of May : ... .,['oprah winfrey'],['negative']
1334,yes !!!!!!!! i wish you could see my '' cranking face '' right now ... my ipod is doing the most ! everyone falls in love sumtime is on !,['ipod'],['positive']
1335,"textsthatgetnoreply imma shave my head like britney spears if you keep ignoring me . . -LRB- didnt really happen , lol -RRB-",['britney spears'],['neutral']
1336,Paul Krugman : Politics of spite dreadful - There was what President barack obama likes to call a teachable moment l ...,['barack obama'],['neutral']
1337,Kings take on hated lakers in just 10 minutes ! Head over to Kings.com and joining the Live Blog ! KingsFans HereWeRise,['lakers'],['negative']
1338,in from rangers ... shattered gon na download some stuff to my ipod and then go to sleep . might play the poems - send me to sleep ? no probs not,['ipod'],['positive']
1339,watching harry potter on an amazing fall day =-RRB- perfecttttt,['harry potter'],['neutral']
1340,arrogant * and he 's just like a mixed version of Micheal Jackson and madonna .,['madonna'],['neutral']
1341,"MotherJones : Libya : obama Crafts the Anti-Bush Doctrine . Multilateral , humanitarian ends : the un-cowboy approach JoeNBC",['obama'],['negative']
1342,"listening to britney spears , her music puts me in a good mood .",['britney spears'],['positive']
1343,xbox 360 for $ 199 and receive a $ 100 gift card from walmart . rumor is it happens this saturday ...,['xbox'],['neutral']
1344,WWW . LAZYKONDEMAND . COM DropTopSlim crazydemi6 kaelee_conway KingHasani1 cousija lakers flaggemdown rheakpaka,['lakers'],['neutral']
1345,nm_journal Apple Survey - Are Apple products any good ? ipad sucks ? apple .,['ipad'],['negative']
1346,"overall i like windows 7 , but its not a whole lot different than vista",['windows 7'],['positive']
1347,"'' are we really supposed to believe britney spears is a virgin ? why exactly are we supposed to care ? '' hahaha , oh ano de 2001 ... -LRB- sfu < 3 x2 -RRB-",['britney spears'],['neutral']
1348,astaro_repost rt astaro bot jaybranch iphone does support vpn if you do n't want to go poking holes in your net . .,['iphone'],['neutral']
1349,"Libya questions swirl as Obama comes home : By Alan Silverleib , CNN Washington -LRB- CNN -RRB- -- President barack obama is ... .",['barack obama'],['negative']
1350,love cobra starship . 2 days until bday.im turning 12 lol . listening to 3 by britney spears . yo this is a awesome song . ...,['britney spears'],['positive']
1351,rt mm iphone application approval : 1 . if the application floats it 's a witch . kill it ; 2 . if the application sinks it 's not a witch . kill it ; 3 . tits are fine .,['iphone'],['neutral']
1352,lindsay lohan ' s love shot down !,['lindsay lohan'],['neutral']
1353,"okay xxl.com - rap fucking iphone auto spell , i meant watched porn after xxl mag ... not xxx ... ugh",['iphone'],['negative']
1354,anaraaaaaaaaaaaaa lol hhehehe remember you can do anything in this world !! love you lots i miss micheal jackson !,['micheal jackson'],['positive']
1355,'' Obama deserves the Nobel prize for the simple reason that if it were n't for him sarah palin would be in the White House . '',['sarah palin'],['neutral']
1356,lady gag was awesome on SNL she looks much better in long hair i also luved the madonna lady gag skit ! so funny lol,['madonna'],['neutral']
1357,"RT if you hate twilight , harry potter & narnia XD",['harry potter'],['negative']
1358,that awkward moment when u tell ellen that justin bieber is like your little brother in 2010 then a year later he suddenly is your boyfriend .,['justin bieber'],['positive']
1359,US meat packers snub Canadian livestock the day after US President barack obama visited Ottawa and talked about `` growing trade '' with Canada,['barack obama'],['neutral']
1360,wow i made it home in time for jeopardy and hillary clinton is asking all the ques ina column called secretary of state !,['hillary clinton'],['neutral']
1361,"RT alvinthlang hellaspunky f you ! < - LOL there goes ONE of my MANY lakers haters , your queens are going down tonight , kay , thanksbye !",['lakers'],['negative']
1362,Love RealLamarOdom and the lakers ... .,['lakers'],['positive']
1363,Amazing SEO software gets your small-business websites indexed in google in just minutes . $ 1 trial offer : . ^ A,['google'],['neutral']
1364,We 're at chapter 14 in harry potter 1 . And I really feel like the kids should have gone to Dumbledore sooner !! Yikes ! . .,['harry potter'],['neutral']
1365,My 3 year daughter said '' I love micheal jackson but why does he look like a cat ? '' I said who told you that she said '' I have eyes mommy ' lol .,['micheal jackson'],['negative']
1366,new 27inch-imac has a huge screen . . and new magicmouse is pretty nice ... . i switched to windows 7 ...,['windows 7'],['positive']
1367,"one two three , i like two weiners in me -- devon uy after hearing britney spears latest chart topping hit .",['britney spears'],['neutral']
1368,nothing about you is typical nothing about you is predictable you got me all twisted and confused : unusual you - britney spears,['britney spears'],['neutral']
1369,i love that movie ! watching the parent trap ... dead ass lindsay lohan ' s best role . . i thought she was gon na be the shit,['lindsay lohan'],['negative']
1370,cho chang + harry potter = love at first sight < 333,['harry potter'],['positive']
1371,bull shit ! i just saw you sign on to xbox live !,['xbox'],['neutral']
1372,"speaking of tight security i flew in to frank pais international in holguin , cuba . wow . they asked if we liked jimmy carter .",['jimmy carter'],['neutral']
1373,"john boehner is a lot like my ex-girlfriend . Always drunk , crying , complaining about us not having money , probably gives terrible blowjobs .",['john boehner'],['negative']
1374,LOL AT YOU THINKING nick jonas CARES IF YOU LIKE HIS NEW HAIRCUT OR NOT .,['nick jonas'],['positive']
1375,"jimmy carter , yasser arafat , al gore all were awarded the nobel peace prize . obama should feel right at home .",['jimmy carter'],['neutral']
1376,finally finished reading the harry potter series . What a ride ! Was a wee bit disappointed that Big Bad V was defeated by a technicality ...,['harry potter'],['neutral']
1377,"sarah palin is more concerned with herself and money than with the american people , she cant win in 2012",['sarah palin'],['negative']
1378,"i love michael jackson because he 's a legend , barack obama because he 's inspirational , and my mom because she'a a celeb to me .",['barack obama'],['positive']
1379,socialitelife.com britney spears hits number one with ' 3 ' : this somber expression on britn . .,['britney spears'],['neutral']
1380,judge warns lindsay lohan next probation violation means jail .,['lindsay lohan'],['neutral']
1381,Beyonce & shakira in the Beautiful Liar video are just ridiculous . . No need to be that hot !,['shakira'],['negative']
1382,"once again , congratulations to britney spears for her brand new smash-hit single , '' 3 '' debuting at 1 ! off to sleep , sweet dreams ! xoxo",['britney spears'],['positive']
1383,"ha nicolas cage , ca n't do an italian accent , but man , he 's not a bad singer ... ha",['nicolas cage'],['neutral']
1384,the sound button on windows 7 is sooo much like a macs -LRB- as well as everything else -RRB- but sadly does n't make that awesome/annoying noise,['windows 7'],['neutral']
1385,"Good morning . The temp has dropped and it 's cold again . Damn you al gore for creating global warming . Breakfast , rehearsal , and a cold hike .",['al gore'],['negative']
1386,Cigar Mr President ? Cuba 's Fidel Castro hails barack obama ' is Nobel peace prize - Telegraph,['barack obama'],['positive']
1387,Hehehehe Sky News reporter asks if Obama got the Nobel Peace Prize for making peace with hillary clinton .,['hillary clinton'],['neutral']
1388,"hey fug hilary swank pilot movie , quit using the '' out of africa '' themesong . that 's only for attractive people .",['hilary swank'],['neutral']
1389,my psp memory stick spoilt out of a sudden ! why is it that everything spoilt so easily on my hands !! * frustrated *,['psp'],['negative']
1390,"barack obama represents hope to the world that we can once again become a nation of enlightenment , working for peace .",['barack obama'],['positive']
1391,you make me feel like want to throw my psp away and buy a nds xddd * runs *,['psp'],['neutral']
1392,"might as well root for the texans ... i mean they are a team in texas ! - well root for tsu , george bush and david coresh -",['george bush'],['neutral']
1393,my mom just said that lindsay lohan does everything right ... i love the irony,['lindsay lohan'],['negative']
1394,". jowyang agree - google wave for backchannel / liveblog summary of conferences is good idea , much better than twitter channel pollution .",['google wave'],['positive']
1395,"'' madonna makes things happen . Put madonna up against any 23-year-old , she 'll outwork them , outdance them and outperform them . '' Guy Rictche",['madonna'],['neutral']
1396,TTS Catch-Up : Whoa hillary clinton what the hell I was not expecting a real clip of you .,['hillary clinton'],['neutral']
1397,www.nobama.com blog ginny on obamacare makes me sick : when stupid jimmy carter was '' president . .,['jimmy carter'],['negative']
1398,Michelle Obama Begs oprah winfrey ! Michelle Obama Wants Oprah to Support Barack ! .,['oprah winfrey'],['positive']
1399,xbox games : classic game room hd -- fallout 3 for playstation 3 part 2 | xbox ...,['xbox'],['neutral']
1400,played a song I Do n't Need No Bitch -LRB- feat . Devin The Dude And Kobe Honeycutt -RRB- by snoop dogg on Myspace .,['snoop dogg'],['neutral']
1401,stranding at the checkout line ... wow that picture of lindsay lohan looks really bad . what happened to that poor girl ?!,['lindsay lohan'],['negative']
1402,i love britney spears ' s new song . its really cool : -RRB-,['britney spears'],['positive']
1403,th committee praises hm ' 4 headshot extraordinary efforts 2 strengthen int ' l diplomacy & cooperation ' - is this an implied criticism of george bush ?,['george bush'],['neutral']
1404,playing paperboy on my psp . hopefully my fellow nes fanboys -LRB- & fangals -RRB- remember this classic . hope it comes to wii virtual console soon ...,['psp'],['neutral']
1405,"The Liars get away with the Lying . Barry Bonds , Scooter Libby , Karl Rove , martha stewart never convicted of their real crimes , only Madoff .",['martha stewart'],['negative']
1406,watching freaky friday . i miss the old lindsay lohan .,['lindsay lohan'],['positive']
1407,sarah palin is popular with a lot of Americans truthsleftieshate,['sarah palin'],['neutral']
1408,"No government can love a child , and no policy can substitute for a family ` s care . - hillary clinton",['hillary clinton'],['neutral']
1409,Riiiggghhht here RT BigJamaal lakers Where y' all at ?,['lakers'],['negative']
1410,OMG . The interview made me fall in love with gaga more than I already am in love .,['gaga'],['positive']
1411,"Starting barack obama ' is book , Dreams From My Father . Expectation of an interesting read is high - let 's hope it delivers ...",['barack obama'],['neutral']
1412,18-20minutes from now I will enjoy them along with some crispy fries while watching my awesome new madonna video collection all 47 of ' them baby,['madonna'],['neutral']
1413,Wow that stupid song lady gaga ha '' alehandro '' sounds exactly like ace of base . . do n't turn around . . lady gaga sucks,['lady gaga'],['negative']
1414,i really like windows 7 !,['windows 7'],['positive']
1415,damn thats some bullshit ... i had a blackberry for like a year and but i just got the iphone and that shit is sweet,['iphone'],['neutral']
1416,"ha , I love comment 587 on Issue 9 : . google go issue9",['google'],['neutral']
1417,perez hilton >> nicolas cage is selling another castle ! : maybe he should be a real estate . .,['nicolas cage'],['negative']
1418,already love my new ipod . got awesome features and i have all my music synced . thanks monique !,['ipod'],['positive']
1419,where the f is my 3rd wii mote ? i 'm sure it 's in the house by i play the wii so infrequently & by myself that i never noticed it was missing,['wii'],['neutral']
1420,am happy the committee dint bestow the award on george bush !! ... though u never know what went backstage ; -RRB-,['george bush'],['neutral']
1421,"KitKat kool 'n Mom dukes crib , watch 'n penis Tracy on the Mac , my manz Al Pacino was that dude in this and madonna was bad as hell , still is",['madonna'],['negative']
1422,"Grassroots to strike gold : The backing of the world 's top players - most notably tiger woods , of course - has b . .",['tiger woods'],['positive']
1423,"help 3 to gain spins on mediabase . vote britney spears on mediabase , television , radio stations and more . .",['britney spears'],['neutral']
1424,damn you bill gates we 'll be talking soon !,['bill gates'],['neutral']
1425,why are you doing this to me twins ?! britney spears '' oops i did it again '' stuck in my head . sensing a terrible headache on its way !,['britney spears'],['negative']
1426,RT Maxiejnkdh : amazing lady gaga pictures . please RT : xvaangel apple_victor yeyitacool GirlieMayJones QuelWilson,['lady gaga'],['positive']
1427,ha no way . i 've seen britney spears . she 's way better than snakes !,['britney spears'],['neutral']
1428,okay at the bank and some people in front of me have a kid in the front seat britney spears style . they r mexican not white . ikr . surprise . lol,['britney spears'],['neutral']
1429,spotligh was lindsay lohan ' s ungaro collection really as bad as everyone said - josh ... - slate : was l . .,['lindsay lohan'],['negative']
1430,oh lindsay lohan . i could listen to confessions of a broken heart over and over . such a good song . and i can relate to it so much,['lindsay lohan'],['positive']
1431,"support support britney spears sbs , add a twibbon to your avatar now ! -",['britney spears'],['neutral']
1432,man last night was lame stayed home and text the hold tyme playing the psp,['psp'],['neutral']
1433,"3-year-old whining more than Speaker john boehner Why ? He wants to be governor of New Jersey , raise taxes and no ... .",['john boehner'],['negative']
1434,"if it 's good enough for jimmy carter , it 's good enough for me .",['jimmy carter'],['positive']
1435,madonna was * terrible * . I thought ScarJo was funny though . I thought the Norwegian cop thing was typically of SNL too long .,['madonna'],['neutral']
1436,woohoo woohoo Tom Welling is trending ! And yay he 's gon na be on jimmy fallon 2nite !! < 3 ItsASmallVilleThing : -RRB-,['jimmy fallon'],['neutral']
1437,Pres . barack obama is dropping in the approval polls faster than Ive ever seen -LRB- I check daily -RRB- He is definitely a 1 term President p2 tcot,['barack obama'],['negative']
1438,Now why would I ever stop doing this . . -LRB- mc hammer voice -RRB- look at my eyes maaaan ... ca n't touch this,['mc hammer'],['positive']
1439,"i definitely do n't think any phone 'll be an '' iphone killer '' , just that android 's comparative openness will help droid be a success .",['iphone'],['neutral']
1440,revising a review while enjoying vice city stories on my psp go while playing the role of receptionist .,['psp'],['neutral']
1441,"glorybemagazine ipad , pod and phone users ! That 's why Apple sucks . None of their devices run Flash : -LRB-",['ipad'],['negative']
1442,waveboard for google wave is pretty awesome . fb,['google wave'],['positive']
1443,"Taylor Swift -LRB- 9 -RRB- & Selena Gomez -LRB- 19 -RRB- & demi lovato -LRB- 10 -RRB- & Miley Cyrus -LRB- 13 -RRB- come on , comment please .",['demi lovato'],['neutral']
1444,charlie sheen hired a hot chick to proofread his tweets ! : charliesheen - another Steno-graphic moment with wend ... .,['charlie sheen'],['neutral']
1445,Congress wants to cut off funding for US operations in Libya since obama never got approval for the war ! Somn shout aaalllelu-alleluyah !!,['obama'],['negative']
1446,Oh my bieber I love bieber so so much ! I wish I had the chance to meet him Oh well neversaynever right justin I will one day I hope .,['bieber'],['positive']
1447,"The reason I do n't like sarah palin ' s Rise : She wants to be heard & respected , but WONT PUT IN THE WORK !",['sarah palin'],['neutral']
1448,"tiger woods is the first billionaire sports star : Forbes , the magazine of choice for those who like to weigh th . .",['tiger woods'],['neutral']
1449,google wave is really silly when you have no invites and like 3 people to talk to lol .,['google wave'],['negative']
1450,ChiaGarcia yeah but at least when lady gaga comes out with something new its amazing and original not like bep who has to use old classics,['lady gaga'],['positive']
1451,britney spears vs . lady gag - circus face,['britney spears'],['neutral']
1452,i love my english by google tradutor YEAH s2,['google'],['neutral']
1453,"pretty bitch swag . spoiled and pretty feeling like paris hilton . winning like charlie sheen . you losing , feeling like yourself . lmaoooo",['paris hilton'],['negative']
1454,looking forward to playing wii fit tonight ! i have to trick myself into exercising by playing video games .,['wii'],['positive']
1455,Just met a professional golfer that play with tiger woods dude real cool,['tiger woods'],['neutral']
1456,madonna feat little Wayne ??,['madonna'],['neutral']
1457,just finished her gay ass four page paper on paris hilton and lindsay lohan .,['lindsay lohan'],['negative']
1458,i 'm so proud of britney spears ! first artist whose single debuted at number 1 in 3 years !!!,['britney spears'],['positive']
1459,-LSB- BBC -RSB- US Senate panel to vote on healthcare : President barack obama ' is push for US healthcare reform heads for a . .,['barack obama'],['neutral']
1460,i bet its going to be a hot tedious day today . i need to fix my ipod .,['ipod'],['neutral']
1461,"lol -LRB- on Obama 's nobel peace prize -RRB- as a friend said , it was for saving the world from sarah palin",['sarah palin'],['negative']
1462,getting better :-RRB- omg i love the song from britney spears ' s old pepsi commercial ha,['britney spears'],['positive']
1463,"you need a picture of you and Rodzilla . . Dennis Rodman is a legend on like 20 dif levels . ball , tats , madonna . .",['madonna'],['neutral']
1464,"lindsay lohan mistakes cake for giant bottle of perfume , hilarity ensues via addthis",['lindsay lohan'],['neutral']
1465,FUck you internet explorer . bill gates is the devil,['bill gates'],['negative']
1466,ellen degeneres : ' Lady gag blew the lid off my studio ' : gag chats with Ellen and performs her new '' Born This with ... .,['ellen degeneres'],['positive']
1467,lindsay lohan must hate herself : samantha ronson has more followers on twitter . you know you 've hit rock bottom when ...,['lindsay lohan'],['neutral']
1468,took the '' what disney star are you most like ? '' quiz & got : britney spears ! what 'll you get ? ➤,['britney spears'],['neutral']
1469,Townhall - The Damning Contradictions of obama 's Attack on Libya . via townhallcom,['obama'],['negative']
1470,congratulations to President barack obama ' is Nobel Peace Prize recognition and award . Well deserving !!!,['barack obama'],['positive']
1471,i 'd love to be playing catan on my iphone right now but then i 'd have to stop listening to podcasts . grr,['iphone'],['neutral']
1472,ha wow I am a such a harry potter nerd ... lol . It 's Professor McGonnagal 's birthday today well accroding to mugglenet . I am not ashamed ha,['harry potter'],['neutral']
1473,i 'm tired of hearing about selena gomez . it was better when she wasnt being such a big fame whore .,['selena gomez'],['negative']
1474,im sooo depressed well not really i just ca n't find my ipod anywhere !!! and i looked everywhere !!!!!!!!!! im about to cry = ' -LSB-,['ipod'],['positive']
1475,nothing like old britney spears music to pump up friday in the generate office : -RRB-,['britney spears'],['neutral']
1476,"leaving listening to britney spears 3 ♥ * -- * , good evening everyone , until tomorrow , kisses ... bye bye , xoxo ; d",['britney spears'],['neutral']
1477,"Looks like dave matthews is in town , hope he does n't dump his shit in the Chicago river again ... It 's already nasty enough .",['dave matthews'],['negative']
1478,while i am thinking about it . . would anyone like to buy a psp ? oh you would ? great !,['psp'],['positive']
1479,my mouth has n't closed since the pa child care . i need to watch the jimmy carter special report again .,['jimmy carter'],['neutral']
1480,jodywatley For all the lakers haters . .,['lakers'],['neutral']
1481,and they were tryna kill us all and everyone was like shit run ! then it went normal again : L and nick jonas was sitting on a chair all sad,['nick jonas'],['negative']
1482,I just found out na si mandy moore pala si Rapunzel sa Tangled . > : -RRB-,['mandy moore'],['positive']
1483,: o I 'm in an area that looks like the harry potter shopping place . aha . I 'd take a picture but I 'm in the ghetto .,['harry potter'],['neutral']
1484,"i know its probably moot but i feel bad for lindsay lohan , many may not agree but i think she just needs a friend .",['lindsay lohan'],['neutral']
1485,Jill Biden : kim kardashian Dissed by Second Lady Jill Biden ! : JILL Biden hates kim kardashian ! Sources say ... .,['kim kardashian'],['negative']
1486,13 . '' Somebody To Love '' by justin bieber is my favorite song by him,['justin bieber'],['positive']
1487,dead prez `` hip hop '' `` ipod reviews guide,['ipod'],['neutral']
1488,nowplaying What Goes Around Comes Around by justin timberlake,['justin timberlake'],['neutral']
1489,lol . . they be following too . . talking about '' see britney spears suck a cock '' lmao !,['britney spears'],['negative']
1490,I 'd forgotten how beautiful & magical the first harry potter movie was . Recapturing it with Zoe now .,['harry potter'],['positive']
1491,"omg , the horror of the intense nicolas cage face !!! lmao ...",['nicolas cage'],['neutral']
1492,"Letterman Apologizes to His Wife ... and sarah palin - sarah palin , I 'm terribly , terribly sorry . So there we g ...",['sarah palin'],['neutral']
1493,Talk about being a hypocrite . . 3 years ago john mccain offered military aid to Ghaddafy-Last week he offered Rebels Aid . . .,['john mccain'],['negative']
1494,"Dun get me wrong , I love mandy moore n all but for once , I think she 's a good actor -LRB- when the voice is doing all the work -RRB- tangled",['mandy moore'],['positive']
1495,itunesuconf2010 great thinking to have 4 hour gap between picking up ipad and dinner - means we 'll have stopped fiddling with them by then !,['ipad'],['neutral']
1496,listening to Firework by katy perry on Grooveshark : nowplaying FB .,['katy perry'],['neutral']
1497,google trnslate is fucking FAILED !!,['google'],['negative']
1498,charlie sheen is not crazy . That man know what he doing . hell,['charlie sheen'],['positive']
1499,health health2go hilary swank : i let boyfriend 's son see me nude : the actress 's admission in . .,['hilary swank'],['neutral']
1500,'' Let your light shine . Be a source of strength and courage . Share your wisdom . Radiate love . '' - miley cyrus,['miley cyrus'],['neutral']
1501,"this amelia movie could have been so good ... but hilary swank = not a good fit . also , she 's ugly as ass .",['hilary swank'],['negative']
1502,"windows 7 sales and revenue look good in first week : well , the numbers for week 1 are in , and they look good . .",['windows 7'],['positive']
1503,Design / '' Innovation has nothing to do with how many R&D dollars you have '' steve jobs / Indeed - sometimes you just need a good idea ...,['steve jobs'],['neutral']
1504,the bad lieutenant : port of call new orleans : nicolas cage plays a rogue detective who is as devoted to his job . .,['nicolas cage'],['neutral']
1505,Is kim kardashian Really Moving to NYC and Marrying Kris Humphries ? : kim kardashian has been spending an awful l ... .,['kim kardashian'],['negative']
1506,Airport . . :-LRB- by nick jonas . I love you,['nick jonas'],['positive']
1507,xbox live : am are and o t z is currently online . joinable - playing boyfriend : bad company . ranked gold rush : deconstruction . -LRB- xbox live nation -RRB-,['xbox'],['neutral']
1508,"it was an awesome party . i really think blurenee had a great birthday . mark my words , i 'm marrying that bitch . i do n't buy wii ' is for hoes",['wii'],['neutral']
1509,rt : phillyd they finally added dissidia to the playstation store wooo . stupid psp go,['psp'],['negative']
1510,#NAME?,['barack obama'],['positive']
1511,Prime Jack Nicklaus sinks 30-foot putt on third playoff hole to beat Prime tiger woods in Masters playoff . imaginarygames,['tiger woods'],['neutral']
1512,that new south park is meeeeeeeessed up ! '' little miss micheal jackson '',['micheal jackson'],['neutral']
1513,went running earlier and my ipod quit less than 5 minutes into it . that was the most boring run ever .,['ipod'],['negative']
1514,"britney breaks billboard record ! britney spears single '' 3 '' debuts on 1 in billboard hot 100 ! i knew it , i knew it ! awesome song -LRB- :",['britney spears'],['positive']
1515,amazing scene : derrick barry -LRB- britney spears -RRB- - america 's got talent,['britney spears'],['neutral']
